company_id,company_name,short_description,batch,status,tags,cluster_kmeans,cluster_dbscan,tsne_x,tsne_y
29259,Newton,AI-powered phone platform for dentists,Winter 2024,Active,[],2,-1,6.1432023,-14.255274
30762,Kernel,Crazy Fast Browsers-as-a-Service,Summer 2025,Active,"['artificial-intelligence', 'developer-tools', 'cloud-computing', 'infrastructure']",0,-1,6.070087,-17.555489
27870,Langfuse,Open source LLM engineering platform,Winter 2023,Active,"['developer-tools', 'generative-ai', 'analytics', 'open-source', 'ai']",0,-1,13.27905,1.4526776
26756,IvyCheck,Clean and enrich your data 10x faster,Summer 2022,Active,"['generative-ai', 'b2b', 'data-engineering', 'ai', 'databases']",1,-1,2.917036,-13.217135
1749,CoinTracker,The gold standard in cryptocurrency portfolio tracking and taxes,Winter 2018,Active,"['fintech', 'saas', 'crypto-web3', 'consumer']",6,-1,-7.0906215,8.643794
1737,Rhythmm,Read interesting conversations,Winter 2018,Inactive,"['community', 'social']",0,-1,22.93284,-5.014992
27701,Backdrop,"Vertical SaaS for $650B+ Film, TV, Music & Event Production Industry ",Winter 2023,Active,"['fintech', 'b2b', 'entertainment', 'enterprise-software', 'ai']",4,-1,-1.9934417,2.2521625
29727,Overstand Labs,We help business leaders get back into Founder Mode,Winter 2025,Active,"['customer-success', 'api', 'customer-support', 'ai']",3,-1,3.83889,-2.9791248
28851,Bronco AI,AI for ASIC Design Verification,Summer 2023,Active,"['artificial-intelligence', 'b2b', 'enterprise-software', 'semiconductors']",1,-1,12.573255,-10.04829
30196,Stamp,The AI Native Email Client,Winter 2025,Active,[],3,-1,17.238348,-6.930799
1745,Worklytics,Analytics to improve how teams work and collaborate,Winter 2018,Active,"['human-resources', 'productivity']",0,-1,2.3645027,-0.65260416
24129,Cabal,"Private workspace for founders, investors, and advisors to collaborate",Summer 2021,Active,"['saas', 'b2b', 'community']",0,-1,-5.6606,4.3645487
30918,ComplyDo,"More Comply, Less Do. Most flexible compliance engine for enterprises.",Fall 2025,Active,"['artificial-intelligence', 'saas', 'b2b', 'legaltech', 'cybersecurity']",3,-1,5.443562,7.1075993
446,Flightfox,"A platform to plan, book and manage global and group travel.",Summer 2012,Active,"['b2b', 'travel']",5,-1,-10.550733,2.0890584
25615,BharatX,Enable Buy-Now-Pay-Later in a White-Labelled Manner,Winter 2022,Acquired,"['fintech', 'consumer']",6,-1,-11.514798,8.910246
1594,Bloom Institute of Technology,The online coding school that invests in you.,Summer 2017,Active,"['education', 'fintech']",6,-1,-9.746131,-17.291063
13061,Hideout,A portfolio of delivery-only restaurant brands,Winter 2020,Inactive,['ghost-kitchens'],5,-1,-21.37354,-1.649525
23259,Haystack,Delivery Analytics for Software Teams,Winter 2021,Active,['analytics'],0,-1,1.4700363,0.1071293
30115,SRE.ai,AI DevOps Agents,Fall 2024,Active,"['artificial-intelligence', 'developer-tools', 'b2b', 'devops', 'infrastructure']",1,-1,5.019031,-5.1231637
25776,Partna,Your Global payments partner for Africa,Winter 2022,Active,['fintech'],6,-1,-15.489127,6.9480147
25977,yhangry,Marketplace for private chefs,Winter 2022,Active,['marketplace'],5,-1,-20.06275,1.4331375
22870,Care Weather,The highest-accuracy global weather data from low-cost flat satellites,Winter 2021,Active,"['hard-tech', 'space-exploration', 'satellites', 'weather', 'agriculture']",4,-1,6.200135,25.722645
27690,Credal.ai,Harness Frontier Intelligence by building AI assistants that can…,Winter 2023,Active,"['generative-ai', 'cybersecurity', 'enterprise', 'ai']",1,-1,2.756999,-8.931505
24330,Matidor.com,Project management on a live map,Summer 2021,Active,"['saas', 'geographic-information-system', 'b2b']",4,-1,-3.0074465,-1.5581801
22669,Stacksi,Automated Answers to Security Questionnaires,Winter 2021,Acquired,"['compliance', 'cybersecurity']",3,-1,2.075476,4.3585467
24390,Dot,Chat with your Data Warehouse,Summer 2021,Active,"['artificial-intelligence', 'saas', 'b2b', 'analytics', 'enterprise']",3,-1,2.3913913,-2.8454
193,GazeHawk,Eyetracking using webcams.,Summer 2010,Acquired,['computer-vision'],4,-1,-14.272551,-12.087906
29021,Fragment,Turn manual operations into scalable processes,Summer 2023,Active,[],1,-1,7.731089,-3.8999455
24302,OneStopKitchen,AI-Driven Tech & Space Optimization to Scale Restaurants,Summer 2021,Active,"['ghost-kitchens', 'e-commerce', 'ai']",5,-1,-20.963387,-1.6981349
30350,TrainLoop,Reasoning Fine-Tuning,Winter 2025,Active,"['developer-tools', 'generative-ai', 'reinforcement-learning']",1,-1,2.85963,-20.883537
23597,Kilobaser,Desktop DNA Printer. The Nespresso Machine for DNA.,Winter 2021,Active,"['hard-tech', 'hardware', 'medical-devices']",7,-1,-6.575798,25.688969
12039,Termius,Termius is an SSH client with team collaboration features,Winter 2019,Active,"['developer-tools', 'devsecops', 'iot-security']",0,-1,20.268173,-3.5813231
30126,Roundabout Technologies,Software for AI-powered traffic lights,Fall 2024,Active,[],1,-1,9.443531,7.696455
13506,Nomic Bio,Nomic is doing for proteins what Illumina has done for DNA,Winter 2020,Active,['nanotechnology'],7,-1,-6.1623483,24.169472
22833,Lendflow,Embedded lending infrastructure for software companies,Winter 2021,Active,['lending'],6,-1,-13.334836,10.507296
26121,Cinapse,The Operating System of Hollywood,Winter 2022,Active,"['saas', 'b2b', 'entertainment', 'productivity', 'enterprise']",4,-1,-1.0511885,2.5497172
21864,Farmako Healthcare,India's fastest medicine delivery in just 30 minutes,Summer 2020,Active,"['health-tech', 'delivery', 'digital-health', 'healthcare']",2,-1,-0.2596334,15.896012
25586,Soon,"Automated sweep account, invest without the stress of speculating",Winter 2022,Active,"['fintech', 'crypto-web3', 'investing']",6,-1,-16.608782,13.389373
27985,Loula,Enabling birth & postpartum doulas to easily accept Medicaid,Winter 2023,Active,"['health-tech', 'digital-health', 'healthcare', 'health-insurance', ""women's-health""]",2,-1,-3.674256,11.591303
22260,Clover,"The all-in-one notebook for creatives to brainstorm, write, and plan…",Summer 2020,Acquired,"['productivity', 'note-taking']",0,-1,18.503868,-2.813993
499,MedXT,"Radiology in the cloud.  X-rays, CAT scans, MRI's, and…",Winter 2013,Acquired,"['health-tech', 'medical-devices']",2,-1,7.3015547,16.166395
13242,Quill,Fullstack API and management platform for dashboards and reporting,Winter 2020,Active,"['saas', 'analytics', 'api', 'data-visualization']",0,-1,7.406151,-0.7998786
794,Rare Door,Empowering brick-and-mortar retailers to sell more and engage shoppers,Winter 2015,Inactive,"['e-commerce', 'retail']",5,-1,-14.609151,-4.07475
29660,Hyrex,The COLD Task Framework,Summer 2024,Active,"['aiops', 'developer-tools', 'cloud-computing', 'infrastructure']",0,-1,12.366656,-19.04003
1088,flexEngage,Dynamic transactional communications for physical stores to help…,Winter 2016,Acquired,"['analytics', 'retail']",5,-1,-12.861752,-2.8574142
5,CircuitHub,On-Demand Electronics Manufacturing,Winter 2012,Active,"['hard-tech', 'hardware', 'robotics', 'manufacturing', 'automation']",4,-1,7.5322685,8.680157
240,Stripe,Economic infrastructure for the internet.,Summer 2009,Active,"['banking-as-a-service', 'fintech', 'saas']",6,-1,-10.10535,7.3758955
22703,Bluelight,"Analytics, built for the trades.",Winter 2021,Active,"['saas', 'b2b', 'analytics']",4,-1,-4.1348205,-0.10107956
1621,Advano,Advano is a battery technology company that improve the longevity of…,Summer 2017,Active,"['energy-storage', 'hard-tech', 'climate']",4,-1,1.4689628,28.302166
1617,Mystery.org,We help kids stay curious by creating better explanations.,Summer 2017,Acquired,"['education', 'elearning']",5,-1,-9.091917,-20.53269
28045,Peeba,Risk-free wholesale for retailers across Southeast Asia,Winter 2023,Active,"['fintech', 'marketplace', 'b2b', 'retail']",5,-1,-14.850268,4.128368
1726,Mayhem,Mayhem is the easiest way to play with your gaming community.,Winter 2018,Acquired,['gaming'],0,-1,24.441084,-5.649244
45,LVL6,We make mobile MMOs. ,Winter 2012,Inactive,['gaming'],0,-1,25.443716,-6.007409
1244,Symple,Last mile logistics for delivery & service teams. We bring real-time…,Summer 2016,Acquired,"['delivery', 'logistics']",4,-1,-10.055181,-4.612447
30544,Wavedash,Play the latest games in your browser with no downloads,Spring 2025,Active,"['consumer', 'gaming', 'web-development', 'ai']",0,-1,17.724613,8.206612
30106,Sunset,Find and move money after a death,Fall 2024,Active,"['fintech', 'consumer-finance']",6,-1,-16.586164,14.398953
29577,Variant,Creative intelligence,Fall 2024,Active,"['developer-tools', 'design-tools', 'ai']",1,-1,15.932788,-4.469152
29305,SynsoryBio,"""If-then"" conditional logic for protein drugs",Winter 2024,Active,"['synthetic-biology', 'biotech', 'therapeutics', 'oncology']",7,-1,-5.6617846,23.20724
653,Backpack,Marketplace to get stuff from overseas,Summer 2014,Active,"['marketplace', 'international']",5,-1,-13.432309,0.43685725
29527,ParcelBio,Next-generation mRNA medicines,Winter 2024,Active,"['gene-therapy', 'biotech', 'healthcare', 'drug-delivery', 'therapeutics']",7,-1,-7.0542665,22.492748
25658,Plumter,Easy foreign payments for African merchants,Winter 2022,Active,['fintech'],6,-1,-15.452448,6.702223
22955,Coderhouse,Effective and accessible online live education.,Winter 2021,Active,"['education', 'elearning', 'community']",0,-1,-9.030208,-17.444233
22323,CapWay,Inclusive financial technology service provider.,Summer 2020,Inactive,"['fintech', 'saas', 'consumer', 'enterprise', 'neobank']",6,-1,-11.459845,12.043095
28883,Transformity,Point-of-sale & Vertical SaaS for the $75B Liquor Industry,Summer 2023,Active,[],5,-1,-18.810188,-2.8506541
24250,Breadcrumbs.io,No-code scoring engine identifying your most engaged upsell opps,Summer 2021,Active,"['analytics', 'no-code']",3,-1,6.0363894,-11.995097
1452,lvl5,HD maps for self-driving cars.,Winter 2017,Acquired,"['autonomous-trucking', 'self-driving-vehicles']",4,-1,-17.504597,-13.366731
935,Seva Coffee,"We're changing the world of coffee, one personalized cup at a time.",Summer 2015,Inactive,"['e-commerce', 'personalization']",5,-1,-19.720804,-5.5039077
13511,Sakneen,Shopify for Real Estate Developers,Winter 2020,Active,"['saas', 'housing']",5,-1,-10.141848,-1.014338
26882,Coris,"AI-powered risk platform for Payment Providers, Banks, SaaS platforms…",Summer 2022,Active,"['fintech', 'b2b', 'compliance', 'ai']",6,-1,-9.457796,9.891549
28920,Unhaze,The right leads at the right time for B2B sales,Summer 2023,Inactive,"['saas', 'b2b', 'sales', 'ai']",3,-1,4.911835,-10.867025
1535,"Wifi Dabba, Inc.",Decentralised broadband connectivity.,Winter 2017,Active,"['hardware', 'crypto-web3', 'telecommunications']",4,-1,14.063726,11.373004
22106,Letter,Beautifully designed banking for high net-worth individuals.,Summer 2020,Inactive,['fintech'],6,-1,-13.180174,11.914008
25827,Talentropy.ai,AI solution that streamlines candidate screening and recruitment,Winter 2022,Active,"['saas', 'b2b', 'hr-tech', 'ai']",3,-1,-2.787553,-13.072256
30771,Flywheel AI,Waymo for excavators,Summer 2025,Active,"['deep-learning', 'hardware', 'construction']",1,-1,-5.7346444,-11.706325
12740,Khabri,India's Largest Podcast Platform,Summer 2019,Inactive,"['india', 'podcasts']",5,-1,-5.764019,16.03129
882,Hickory,Hickory turns your employees into experts.,Summer 2015,Inactive,['education'],3,-1,-6.1276636,-14.672431
23412,Axolo,Improving Developer Experience with Streamlined Code Reviews,Winter 2021,Active,"['developer-tools', 'saas']",0,-1,10.516316,0.52420056
29315,Attunement,Automation workflow for psychiatric assessments.,Winter 2024,Active,"['artificial-intelligence', 'workflow-automation', 'healthcare']",2,-1,6.758484,12.163389
30770,Vibe Code Go,Code from your phone,Summer 2025,Active,"['artificial-intelligence', 'developer-tools', 'saas']",0,-1,14.258504,-4.303502
22617,Serna Bio,Genetic Medicine with Small Molecules ,Winter 2021,Active,"['biotech', 'drug-discovery']",7,-1,-6.291127,22.650824
27926,Variance,World-Class Tooling for Trust & Safety teams,Winter 2023,Active,"['compliance', 'cybersecurity', 'enterprise-software', 'trust-&-safety', 'ai']",1,-1,8.0729885,5.027475
29719,Manaflow,Build internal tools for AI using natural language,Summer 2024,Active,"['artificial-intelligence', 'developer-tools', 'b2b', 'operations']",1,-1,10.176335,-2.758248
27252,Landeed,Landeed is India's fastest property title search engine ,Summer 2022,Active,"['documents', 'fintech', 'civic-tech', 'proptech', 'insurance']",4,-1,-6.968718,15.167991
1225,Nova Credit,Bridging a world of consumer-permissioned credit data,Summer 2016,Active,"['fintech', 'data-science']",6,-1,-9.931867,11.534705
12393,Shef,Shef is a Marketplace for Homemade Food,Winter 2019,Active,"['marketplace', 'consumer', 'food', 'food-tech']",5,-1,-20.1772,1.314099
22706,Curvenote,Communication and publishing tools for scientists,Winter 2021,Active,"['documents', 'developer-tools', 'saas']",0,-1,19.231514,-1.2381022
12070,Doppler,The first SecretOps Platform.,Winter 2019,Active,"['developer-tools', 'devsecops', 'security']",0,-1,6.526112,0.9278874
2004,SkydropX,Logistic Management System for E-commerce & Retail in Mexico. ,Summer 2018,Active,"['marketplace', 'saas', 'logistics']",5,-1,-11.06365,-5.0000315
29362,Pythagora,Worlds first all-in-one AI development platform.,Winter 2024,Active,"['artificial-intelligence', 'developer-tools', 'security', 'web-development']",1,-1,12.966261,-6.141546
29370,Browser Buddy,Internet discovery engine,Winter 2024,Active,"['consumer', 'ai']",3,-1,7.8362494,-6.732151
30542,LineWise,AI Agent to troubleshoot manufacturing issues,Spring 2025,Active,"['generative-ai', 'computer-vision', 'manufacturing', 'operations']",1,-1,-1.4701822,-6.490213
23398,Prospa,Banking for businesses in Nigeria,Winter 2021,Active,"['fintech', 'b2b']",6,-1,-15.377256,8.191893
30426,Approval AI,"One-click mortgage: AI shops, negotiates, and handles your application",Spring 2025,Active,"['fintech', 'consumer', 'ai']",1,-1,-0.63189566,-9.226464
24258,Enerjazz,Making electric vehicle batteries affordable ,Summer 2021,Active,['climate'],4,-1,1.7992977,29.227554
27664,Infisical,"Unified platform for secrets, certs, and privileged access management",Winter 2023,Active,"['developer-tools', 'saas', 'b2b', 'security', 'open-source']",0,-1,8.551917,3.2622142
12006,AI Insurance,AI Insurance is the platform that runs insurance companies,Winter 2019,Active,"['artificial-intelligence', 'insurance']",1,-1,0.27301583,-8.7535305
26311,WhiteLab Genomics,Unleashing the potential of DNA and RNA based therapies using AI,Winter 2022,Active,"['artificial-intelligence', 'gene-therapy', 'cell-therapy', 'genomics']",7,-1,-4.638203,24.8989
131,Hungry Labs,Now part of Snaplayer.,Summer 2011,Inactive,[],0,-1,-22.448236,-2.0842738
990,MagicBus,We make vanpool simple.,Winter 2016,Active,['transportation'],4,-1,-5.327255,2.8556628
30205,Scout,AI-powered student information system for K-12 schools,Winter 2025,Active,"['education', 'workflow-automation', 'ai']",3,-1,-3.8689032,-21.491114
30885,Semble AI,Autonomous fire and life-safety systems engineer,Fall 2025,Active,"['artificial-intelligence', 'saas', 'design-tools']",1,-1,12.735574,-8.813724
1221,Iris Automation,Enabling autonomous drone operations globally through AI software,Summer 2016,Acquired,"['drones', 'computer-vision', 'ai']",1,-1,-5.8134956,-8.928054
30655,Frizzle,AI Grading for Teachers,Summer 2025,Active,"['education', 'saas', 'b2b', 'productivity', 'ai']",1,-1,-2.5837274,-20.52573
13340,Able,India's Largest Placement Platform for Early Professionals,Winter 2020,Acquired,"['consumer', 'india', 'edtech']",5,-1,-5.853466,15.845194
22720,Smartcuts,Chrome extension to turn clicks & keystrokes into no-code automations,Winter 2021,Active,"['no-code', 'automation']",0,-1,21.976507,6.4694963
30554,Bond,"Building Donna, your AI Chief of Staff",Spring 2025,Active,"['generative-ai', 'b2b', 'workflow-automation']",3,-1,7.5489917,-4.6628385
28802,Sohar Health,AI-powered insurance verification to boost patient conversion.,Summer 2023,Active,"['artificial-intelligence', 'health-tech', 'digital-health', 'api', 'data-science']",2,-1,1.7896318,12.667772
21789,Gather,Project management software for People Operations,Summer 2020,Acquired,"['saas', 'b2b', 'hr-tech']",3,-1,11.550841,-14.804887
1048,Plato,Plato is the mentorship platform for engineering leaders,Winter 2016,Acquired,[],0,-1,12.2419615,-5.7668424
1747,Glowing.io,"Unified, enterprise messaging platform for leading brands of the world",Winter 2018,Active,"['saas', 'b2b', 'messaging']",3,-1,10.131729,-13.164941
26066,Query Vary,No-Code LLM Application / Workflow Builder,Winter 2022,Active,"['aiops', 'artificial-intelligence', 'developer-tools', 'b2b', 'ai']",3,-1,12.82126,2.532166
1520,Reliance Health,We make healthcare in emerging markets affordable and accessible,Winter 2017,Active,"['health-tech', 'digital-health', 'healthcare', 'health-insurance']",2,-1,-0.72417355,14.593351
30059,Sphinx,AI Compliance Analysts for Banks & Fintechs,Fall 2024,Active,[],1,-1,3.8262384,5.8792863
26033,Heptabase,The visual note-taking tool for learning complex topics.,Winter 2022,Active,"['assistive-tech', 'saas', 'consumer', 'productivity', 'note-taking']",0,-1,18.23034,-3.6860137
13108,yearend,Optimize your equity and taxes in real-time.,Winter 2020,Active,"['fintech', 'finance']",6,-1,-14.750421,15.441764
21862,Dialect,Making internet experiences distributable and actionable everywhere,Summer 2020,Active,"['crypto-web3', 'b2b']",0,-1,14.132847,10.970667
29801,Rescript,AI Regulatory Analyst for Enterprises,Summer 2024,Active,"['saas', 'civic-tech', 'b2b', 'legaltech', 'ai']",1,-1,5.123838,9.158308
29246,Tracecat,All-in-one AI automation platform for security and IT teams,Winter 2024,Active,"['artificial-intelligence', 'productivity', 'open-source', 'enterprise', 'ai']",1,-1,3.330985,-4.501408
28425,Pando Bioscience,Gen-AI Designed Enzymes for Pharmaceutical Innovation,Winter 2023,Active,"['generative-ai', 'synthetic-biology', 'biotech', 'diagnostics']",7,-1,-5.185561,25.799255
26811,Payload,Developer-First Headless CMS and Application Framework,Summer 2022,Acquired,"['developer-tools', 'open-source', 'api']",0,-1,3.5621643,1.2081643
27860,Dream3D,Generative AI Worlds,Winter 2023,Active,"['generative-ai', 'computer-vision', 'ai']",1,-1,15.770463,-8.753108
29784,Sensei,Robotic Training Data at Scale,Summer 2024,Active,"['artificial-intelligence', 'hard-tech', 'marketplace', 'robotics', 'data-engineering']",1,-1,0.47198156,-16.407434
829,Seed,Mobile banking for small business.,Winter 2015,Acquired,['fintech'],6,-1,-15.318548,8.921971
30730,Idler,Scale AI for reinforcement learning environments. ,Summer 2025,Active,"['artificial-intelligence', 'reinforcement-learning', 'data-engineering', 'enterprise-software']",1,-1,1.5226235,-16.102442
29591,Synnax,Unified Hardware Control and Data Processing Software,Summer 2024,Active,[],4,-1,0.25177142,3.1998453
27959,Vitalize,The OS for Hospital Operations,Winter 2023,Active,"['saas', 'b2b', 'healthcare']",2,-1,-1.1183987,16.84445
29201,Legora (formerly Leya),The AI workspace for lawyers,Winter 2024,Active,"['generative-ai', 'legaltech', 'ai']",1,-1,12.535806,3.864368
424,Hipset,The best way for artists to release new music and videos.,Summer 2012,Inactive,"['entertainment', 'video', 'music']",5,-1,22.104202,2.731901
30697,Normal,"Modern compliance for drones, robots, IoT, and beyond",Summer 2025,Active,"['hardware', 'compliance', 'manufacturing', 'ai', 'industrial']",4,-1,5.9681277,7.0565376
11934,Positive,B2B supplier of fresh/healthy packaged food,Winter 2019,Active,"['consumer', 'logistics', 'supply-chain', 'food-tech', 'retail']",5,-1,-23.049385,0.9364108
29328,Guide Labs,Interpretable AI models and agents that are easy to audit and…,Winter 2024,Active,[],1,-1,4.2724524,-14.784934
13536,Syncro,Zapier for scaling high-touch talent management,Winter 2020,Inactive,"['workflow-automation', 'recruiting']",0,-1,3.9170473,-0.99568677
27808,Salient,AI Servicing for Auto Lenders,Winter 2023,Active,"['artificial-intelligence', 'fintech', 'generative-ai', 'b2b', 'operations']",1,-1,-0.30124536,-9.811557
26897,AviaryAI,Outbound AI voice agents for the financial services industry,Summer 2022,Active,"['fintech', 'b2b', 'ai', 'ai-assistant']",1,-1,0.37942284,-8.42731
469,9gag,Make the world happier.,Summer 2012,Active,"['social-media', 'social', 'social-network']",5,-1,-8.936196,-13.035321
25273,Agave,Data infrastructure for Construction,Winter 2022,Active,"['saas', 'construction', 'b2b', 'proptech']",4,-1,-2.870108,-3.8950233
24691,Orderli,Square for Europe,Summer 2021,Active,"['saas', 'b2b', 'e-commerce']",5,-1,-19.500147,-1.0229099
22083,HENRY,We train AI engineers and connect them with companies.,Summer 2020,Active,"['ai-enhanced-learning', 'b2b', 'recruiting', 'latin-america', 'talent-acquisition']",1,-1,-1.5640702,-13.840518
